Gene	Bias	TCPOBOP_FPKM	TCPOBOP_FC	TCPOBOP_Compartment
ADSSL1	Up	36.37	2.76	Cyto - Female
AGL	Up	14.61	2.64	NP - Male
AGPAT1	Up	3.43	2.84	Cyto - Female
AGTPBP1	Up	3.97	3.20	CB - Female
AHR	Up	15.28	2.45	NP - Female
AHSA1	Up	30.64	1.97	CB - Male
AI661453	Up	4.20	2.35	NP - Male
AKR1B7	Up	106.21	67.00	Cyto - Female
AKR1C14	Up	204.36	2.25	NP - Male
AKR1C19	Up	36.02	1.88	Nuc - Female
AKR1C6	Up	410.51	1.98	CB - Male
AKR1D1	Up	81.49	2.64	NP - Male
ALAS1	Up	353.12	8.59	 Nuc - Male
ALAS2	Up	14.51	2.07	Nuc - Female
ALDH1A1	Up	1356.02	2.62	Cyto - Female
ALDH1A7	Up	446.44	4.76	Cyto - Female
ALDH3A2	Up	14.92	1.84	CBnPAs - Female
ALG10B	Up	3.53	2.49	NP - Male
ALG2	Up	6.96	1.91	Nuc - Female
ALS2CL	Up	9.94	2.52	CB - Female
AMMECR1L	Up	33.62	2.42	NP - Female
ANGPTL2	Up	19.59	1.69	Nuc - Female
ANKRD33B	Up	5.03	2.04	CB - Male
ANO2	Up	0.30	27.16	CB - Female
ANPEP	Up	13.67	2.18	CB - Female
ANXA7	Up	22.75	1.67	Nuc - Female
AOX1	Up	32.59	3.80	NP - Female
APBA1	Up	0.10	8.47	Nuc - Female
APEX1	Up	12.58	1.89	CB - Male
APH1B	Up	7.38	3.99	NP - Female
APOL7C	Up	0.52	7.08	Cyto - Female
AREL1	Up	8.92	1.97	CB - Male
ARF4	Up	63.14	1.72	NP - Male
ARFGAP3	Up	4.37	2.12	Nuc - Female
ARHGEF17	Up	1.59	1.80	Nuc - Female
ARHGEF39	Up	4.16	4.75	CB - Female
ARHGEF7	Up	11.25	1.88	CB - Female
ARL5B	Up	2.08	3.25	NP - Male
ARMCX3	Up	2.52	2.23	CB - Female
ARPP19	Up	29.23	2.65	Cyto - Male
ASF1B	Up	1.83	3.41	Cyto - Female
ASPM	Up	0.45	11.29	NP - Female
ATG16L2	Up	24.40	2.07	CB - Male
ATG4D	Up	36.05	2.37	Cyto - Female
ATG7	Up	31.83	3.87	Cyto - Female
ATP2A2	Up	43.82	1.72	Nuc - Female
ATP2A3	Up	3.27	1.90	Nuc - Female
ATP2B2	Up	3.23	3.00	Nuc - Female
ATP6V0A1	Up	6.75	1.71	CBnPAs - Male
ATP6V1D	Up	2.50	1.90	CBnPAs - Female
ATP8A1	Up	0.81	2.30	CB - Female
ATR	Up	6.17	2.64	NP - Male
ATRN	Up	7.01	1.69	CBnPAs - Female
AXL	Up	18.61	1.63	Nuc - Female
AZIN1	Up	12.20	2.10	CB - Male
BACH1	Up	1.70	2.25	CB - Female
BACH2	Up	1.35	1.82	CBnPAs - Male
BAG3	Up	19.61	1.84	 Nuc - Male
BASP1	Up	1.53	2.44	Nuc - Female
BAZ1A	Up	2.05	1.86	CBnPAs - Female
BC021614	Up	234.30	6.88	 Nuc - Male
BC023829	Up	13.95	1.62	Nuc - Female
BC039771	Up	5.54	1.88	CBnPAs - Female
BC048671	Up	0.43	17.48	Cyto - Male
BET1	Up	2.57	2.01	CBnPAs - Male
BGN	Up	155.59	1.70	Nuc - Female
BHLHA15	Up	1.31	5.89	 Nuc - Male
BHLHE40	Up	38.08	2.36	NP - Male
BIRC5	Up	11.89	2.66	CB - Female
BMPER	Up	1.90	2.89	Cyto - Female
BTNL9	Up	0.52	4.59	CBnPAs - Female
BUB1	Up	0.52	6.74	NP - Female
BUB3	Up	7.49	2.24	CB - Male
BYSL	Up	5.78	1.76	 Nuc - Male
C1GALT1	Up	7.70	4.13	NP - Male
C1RB	Up	14.90	5.74	Cyto - Female
C2CD2L	Up	10.20	2.92	Cyto - Female
C2CD4A	Up	1.28	17.84	 Nuc - Male
C330027C09RIK	Up	0.28	5.03	CBnPAs - Female
C4A	Up	104.58	1.93	NP - Male
C730002L08RIK	Up	2.36	5.20	CBnPAs - Male
C920025E04RIK	Up	13.09	2.98	NP - Female
CACUL1	Up	4.95	2.00	Nuc - Female
CACYBP	Up	5.11	2.48	CB - Male
CAD	Up	3.76	1.93	Nuc - Female
CADM3	Up	13.27	1.65	Nuc - Female
CALR	Up	28.55	1.79	CBnPAs - Male
CAMK2B	Up	2.70	19.28	 Nuc - Male
CAPN2	Up	21.45	1.69	Nuc - Female
CAR3	Up	1174.61	1.98	NP - Male
CASC5	Up	0.32	6.88	CBnPAs - Female
CASKIN2	Up	12.70	2.49	Nuc - Female
CATSPERD	Up	1.88	2.73	Nuc - Female
CBR1	Up	239.02	2.41	Cyto - Female
CCBL2	Up	169.87	2.09	Cyto - Female
CCDC120	Up	1.31	3.12	CB - Female
CCDC149	Up	2.29	2.03	CB - Female
CCDC68	Up	14.71	3.51	CB - Female
CCL9	Up	202.84	3.14	Cyto - Female
CCNB1	Up	1.84	17.75	Cyto - Female
CCNB2	Up	2.18	3.76	Nuc - Female
CCND1	Up	29.58	3.99	Cyto - Female
CCNE1	Up	1.09	3.50	Cyto - Female
CCNE2	Up	1.43	7.28	NP - Female
CCRN4L	Up	23.56	7.43	CB - Male
CCT2	Up	15.23	1.99	CB - Male
CCT3	Up	33.22	2.18	CB - Male
CCT6A	Up	11.24	2.06	CB - Male
CCT7	Up	24.22	1.98	CB - Male
CD1D1	Up	87.16	1.90	CB - Female
CD248	Up	4.73	1.74	Nuc - Female
CDC20	Up	8.86	11.46	Nuc - Female
CDC34	Up	148.06	2.26	Cyto - Female
CDC45	Up	1.35	4.11	Cyto - Female
CDC6	Up	0.48	4.65	 Nuc - Male
CDK1	Up	0.77	6.13	CB - Female
CDK18	Up	19.30	2.61	 Nuc - Male
CDK5RAP3	Up	9.81	1.83	CBnPAs - Male
CDKN2C	Up	2.81	3.41	NP - Female
CDT1	Up	2.32	2.83	CB - Female
CENPF	Up	0.10	21.61	Cyto - Female
CENPH	Up	2.01	3.17	CB - Female
CENPI	Up	0.58	5.94	NP - Female
CES1B	Up	167.31	1.79	CB - Female
CES1C	Up	1221.61	1.86	Nuc - Female
CES1D	Up	495.25	2.35	Nuc - Female
CES2A	Up	3018.86	22.72	Cyto - Female
CES2C	Up	22.91	18.69	Cyto - Female
CGREF1	Up	0.85	3.92	Cyto - Female
CHAF1A	Up	2.35	3.57	Nuc - Female
CHAF1B	Up	4.29	6.12	Nuc - Female
CHD1L	Up	13.69	4.58	NP - Male
CHEK1	Up	0.49	6.12	CB - Female
CHIC1	Up	1.62	1.96	NP - Male
CHID1	Up	2.10	1.78	CBnPAs - Male
CHORDC1	Up	6.13	2.30	CBnPAs - Male
CHRNA4	Up	1.16	3.79	CBnPAs - Male
CHST1	Up	0.38	6.97	Cyto - Female
CHTF18	Up	0.40	4.75	Cyto - Female
CHUK	Up	25.83	2.09	CB - Female
CIAPIN1	Up	12.56	1.77	CB - Male
CIART	Up	5.05	9.12	CB - Female
CIDEC	Up	1.66	6.13	Nuc - Female
CKAP2	Up	0.66	58.24	Cyto - Female
CKS1B	Up	9.11	3.42	CB - Male
CLCF1	Up	26.81	15.80	CB - Female
CLEC2I	Up	0.60	4.66	CB - Female
CLPTM1L	Up	105.07	1.62	Nuc - Female
CLSPN	Up	0.53	3.42	CB - Female
CLU	Up	1744.43	2.21	Cyto - Female
CNTNAP1	Up	0.87	8.51	Cyto - Female
COBL	Up	5.53	3.96	Cyto - Female
COBLL1	Up	3.43	1.94	CB - Female
COG3	Up	5.45	1.86	CB - Female
COL12A1	Up	0.39	2.85	 Nuc - Male
COL15A1	Up	3.89	2.01	Nuc - Female
COL16A1	Up	1.56	6.70	Cyto - Female
COL6A2	Up	4.89	1.76	Nuc - Female
COLEC12	Up	21.32	1.69	NP - Male
COLGALT2	Up	5.64	2.96	NP - Male
COPA	Up	47.82	1.73	NP - Male
COPE	Up	106.81	2.24	CB - Male
COPG1	Up	26.23	1.75	Nuc - Female
CORO2A	Up	0.62	2.49	Nuc - Female
CPEB1	Up	2.53	1.94	CB - Female
CPNE2	Up	2.19	1.90	CBnPAs - Male
CREB3L2	Up	2.66	2.12	Nuc - Female
CRP	Up	514.00	2.59	Cyto - Male
CSF2RB2	Up	1.82	1.94	Nuc - Female
CSTF3	Up	5.54	1.97	CBnPAs - Male
CTGF	Up	2.27	3.39	CB - Male
CTPS	Up	2.74	2.75	Cyto - Male
CWF19L1	Up	12.15	2.30	Cyto - Female
CXADR	Up	19.46	1.92	CBnPAs - Male
CXCL10	Up	3.13	3.29	Nuc - Female
CXCR3	Up	2.75	2.32	Nuc - Female
CYB5A	Up	2689.77	4.00	Cyto - Male
CYP1A1	Up	1.61	2.81	 Nuc - Male
CYP1A2	Up	510.41	4.10	Cyto - Male
CYP26A1	Up	67.18	6.20	 Nuc - Male
CYP2A5	Up	334.95	7.04	Cyto - Female
CYP2B10	Up	1362.57	52.59	Cyto - Female
CYP2B13	Up	155.98	2.30	Cyto - Female
CYP2C29	Up	4882.48	17.74	NP - Female
CYP2C37	Up	618.43	5.27	Cyto - Female
CYP2C44	Up	27.95	2.01	Cyto - Female
CYP2C50	Up	1623.89	8.37	Cyto - Female
CYP2C53-PS	Up	80.00	49.59	CB - Male
CYP2C54	Up	1671.35	8.91	Cyto - Female
CYP2C55	Up	332.61	120.22	Cyto - Female
CYP2C65	Up	0.64	17.59	Cyto - Male
CYP2C66	Up	1.88	61.77	Cyto - Male
CYP2D10	Up	82.95	1.98	CBnPAs - Male
CYP2D12	Up	6.31	3.17	NP - Male
CYP2D34	Up	9.53	2.55	Nuc - Female
CYP2D9	Up	409.52	2.00	CB - Male
CYP2S1	Up	1.46	3.42	Nuc - Female
CYP3A11	Up	9481.87	12.55	NP - Female
CYP3A13	Up	107.24	3.41	NP - Female
CYP3A25	Up	1439.23	3.38	NP - Female
CYP3A44	Up	5.91	13.75	Cyto - Male
CYP3A59	Up	209.96	2.78	NP - Female
CYP4F15	Up	270.31	2.36	CB - Female
CYP51	Up	18.34	3.03	CB - Male
D630039A03RIK	Up	11.84	2.59	Cyto - Female
DAD1	Up	46.84	1.84	CB - Male
DCAF11	Up	37.67	1.86	CBnPAs - Female
DCAKD	Up	17.32	1.75	Nuc - Female
DCLK3	Up	4.25	1.85	Nuc - Female
DDIAS	Up	0.41	5.20	NP - Female
DDOST	Up	20.69	2.13	CB - Male
DDX49	Up	2.84	1.76	CBnPAs - Male
DEPDC1A	Up	0.50	28.22	NP - Female
DEPDC7	Up	14.12	2.23	CB - Male
DERL1	Up	21.16	1.87	CB - Male
DHCR24	Up	502.36	2.69	Cyto - Female
DHRS4	Up	109.88	1.60	Nuc - Female
DHX9	Up	2.34	2.26	CB - Female
DIAP1	Up	31.42	2.71	Nuc - Female
DKK3	Up	0.46	3.85	CBnPAs - Male
DLGAP5	Up	0.72	8.38	Nuc - Female
DMRTA1	Up	0.14	55.33	NP - Male
DNAJA1	Up	22.60	2.52	CB - Male
DNAJB1	Up	5.49	2.17	CB - Male
DNAJB9	Up	75.98	3.65	NP - Female
DNASE1L3	Up	141.31	1.68	Nuc - Female
DNTT	Up	12.70	5.51	NP - Female
DOCK8	Up	10.98	2.19	Cyto - Female
DOT1L	Up	1.77	2.98	Cyto - Female
DPAGT1	Up	33.45	1.73	Nuc - Female
DTL	Up	0.87	3.71	NP - Female
DTX1	Up	1.73	3.60	Nuc - Female
DTX4	Up	7.04	2.79	NP - Female
DTYMK	Up	19.41	1.91	CB - Male
DUSP16	Up	5.49	1.64	CBnPAs - Male
DUSP6	Up	13.09	2.16	 Nuc - Male
DUSP9	Up	0.36	18.41	Cyto - Female
DYNLL1	Up	7.07	2.46	CB - Male
DYSF	Up	3.90	1.92	 Nuc - Male
E130310I04RIK	Up	1.82	20.39	Cyto - Male
E2F2	Up	4.59	11.10	Cyto - Female
E2F6	Up	2.02	2.02	CBnPAs - Female
ECHDC1	Up	34.02	2.32	NP - Male
ECT2	Up	2.83	8.64	NP - Female
EDA2R	Up	0.09	36.25	Nuc - Female
EDEM3	Up	8.09	1.74	NP - Male
EEPD1	Up	11.88	1.71	Nuc - Female
EFEMP1	Up	8.26	1.75	Nuc - Female
EIF1AX	Up	23.21	1.91	Nuc - Female
EIF2A	Up	4.90	1.95	CB - Female
EIF4A1	Up	22.61	1.63	CBnPAs - Male
EIF4A2	Up	65.05	1.97	CB - Female
ELOVL1	Up	98.99	2.18	Nuc - Female
ELOVL2	Up	105.02	1.92	Nuc - Female
ELOVL3	Up	191.04	3.13	Cyto - Male
ELOVL6	Up	11.42	3.02	NP - Male
EMC2	Up	1.76	2.35	CBnPAs - Female
EMC6	Up	22.46	1.82	CB - Male
ENTPD5	Up	60.64	1.90	Nuc - Female
EPAS1	Up	14.80	1.70	Nuc - Female
EPB4.1	Up	18.13	1.81	Nuc - Female
EPHX1	Up	423.14	2.86	Cyto - Male
ERBB3	Up	14.46	1.91	NP - Male
ERC2	Up	4.26	2.32	CBnPAs - Female
ERCC3	Up	11.94	1.97	NP - Male
ERCC6L	Up	0.41	4.47	NP - Female
ERN1	Up	21.04	1.66	CBnPAs - Female
ESCO2	Up	0.95	15.44	CB - Female
ETNK2	Up	218.10	2.54	Cyto - Female
ETOHI1	Up	4.36	2.30	NP - Male
EXOSC8	Up	25.26	3.07	NP - Female
EZR	Up	4.70	2.09	Nuc - Female
FADS1	Up	296.22	1.87	Nuc - Female
FAIM3	Up	3.68	2.60	Nuc - Female
FAM107B	Up	5.26	1.96	CB - Female
FAM110C	Up	1.45	7.06	NP - Female
FAM171A1	Up	9.84	2.24	Nuc - Female
FAM19A2	Up	0.75	34.35	NP - Female
FAM219A	Up	2.21	2.67	NP - Male
FAM47E	Up	47.42	4.52	Cyto - Male
FAM63A	Up	85.58	2.07	CB - Female
FAM83D	Up	0.78	11.90	Nuc - Female
FAM84A	Up	8.10	13.55	Cyto - Female
FANCA	Up	0.67	2.63	CBnPAs - Female
FANCI	Up	0.17	7.11	Nuc - Female
FARSA	Up	21.83	1.75	CB - Male
FASN	Up	44.50	2.47	 Nuc - Male
FBXO30	Up	1.22	2.25	CB - Female
FBXO34	Up	15.42	1.79	Nuc - Female
FBXW9	Up	40.90	1.84	CB - Male
FDFT1	Up	71.03	2.00	 Nuc - Male
FDPS	Up	231.72	2.89	CB - Male
FDX1	Up	39.00	1.86	CB - Male
FEN1	Up	5.64	2.46	Nuc - Female
FEZ2	Up	5.21	1.89	CB - Male
FGD6	Up	2.94	2.43	CB - Female
FHIT	Up	6.07	4.50	Nuc - Female
FICD	Up	5.56	2.04	NP - Male
FIG4	Up	3.91	2.05	Nuc - Female
FIGNL1	Up	1.68	9.11	NP - Female
FKBP11	Up	23.17	1.96	CB - Male
FLNB	Up	34.82	2.88	Nuc - Female
FMO5	Up	111.82	2.17	NP - Male
FNDC3A	Up	9.21	1.76	CBnPAs - Male
FNDC5	Up	15.36	13.72	Cyto - Female
FOSL2	Up	4.96	3.68	Nuc - Female
FOXM1	Up	0.47	4.76	CB - Female
FRY	Up	0.26	3.00	Nuc - Female
FSCN1	Up	3.87	2.12	NP - Male
FZD10	Up	0.44	126.49	 Nuc - Male
FZD5	Up	1.82	2.68	Nuc - Female
GADD45A	Up	29.49	6.25	NP - Female
GADD45B	Up	91.37	42.76	 Nuc - Male
GALE	Up	22.17	2.52	CB - Male
GALNT11	Up	8.38	1.85	 Nuc - Male
GAS1	Up	12.69	3.12	Nuc - Female
GAS2L1	Up	18.97	2.14	Nuc - Female
GAS2L3	Up	1.57	4.30	NP - Female
GATAD2A	Up	7.51	2.00	NP - Male
GBE1	Up	27.98	1.84	NP - Male
GBF1	Up	13.25	2.19	Nuc - Female
GCFC2	Up	1.85	2.05	CBnPAs - Female
GDF15	Up	81.83	41.98	CB - Female
GFPT1	Up	5.96	2.17	NP - Male
GFRA1	Up	31.91	2.09	Nuc - Female
GGCX	Up	17.23	1.63	CBnPAs - Male
GINM1	Up	64.85	3.60	NP - Female
GINS2	Up	3.41	3.14	Nuc - Female
GLO1	Up	480.04	2.05	Nuc - Female
GLRX	Up	35.33	2.07	Nuc - Female
GLRX5	Up	73.65	2.29	CB - Male
GM10319	Up	153.20	2.84	CBnPAs - Male
GM10639	Up	0.85	11.08	 Nuc - Male
GM10768	Up	100.98	2.04	NP - Male
GM12504	Up	0.17	15.95	CBnPAs - Male
GM13363	Up	21.92	1.72	 Nuc - Male
GM14325	Up	6.82	2.06	CB - Female
GM14326	Up	12.95	5.52	Cyto - Male
GM14403	Up	32.45	6.38	NP - Male
GM14420	Up	85.98	5.79	NP - Male
GM20752	Up	6.09	2.12	CBnPAs - Male
GM3776	Up	3.40	59.36	Cyto - Male
GM4794	Up	110.87	6.55	Cyto - Female
GM5640	Up	0.13	33.77	Nuc - Female
GM7120	Up	8.07	1.93	Nuc - Female
GMDS	Up	7.68	3.04	NP - Female
GMNN	Up	10.59	2.30	Nuc - Female
GMPPA	Up	15.42	1.77	CBnPAs - Male
GMPPB	Up	13.87	2.74	CB - Male
GNA14	Up	4.01	10.14	Cyto - Female
GNB2L1	Up	177.13	1.77	CB - Male
GNE	Up	62.16	1.78	Nuc - Female
GNL3	Up	3.69	1.88	CBnPAs - Male
GPAM	Up	20.33	2.66	NP - Male
GPCPD1	Up	25.75	2.08	CB - Female
GPD1L	Up	13.22	1.64	 Nuc - Male
GPR18	Up	1.04	7.41	NP - Female
GPR182	Up	113.16	1.68	Nuc - Female
GPRC5C	Up	74.94	2.01	Nuc - Female
GRHPR	Up	386.12	1.63	 Nuc - Male
GRTP1	Up	29.94	2.27	CB - Female
GSAP	Up	18.06	1.87	NP - Male
GSTA1	Up	1.49	14.65	Cyto - Male
GSTA3	Up	803.18	2.05	Nuc - Female
GSTM1	Up	1877.46	2.91	Cyto - Male
GSTM2	Up	240.68	3.44	Cyto - Female
GSTM3	Up	1322.86	30.87	Cyto - Male
GSTM4	Up	125.98	2.34	 Nuc - Male
GSTP2	Up	25.36	6.69	NP - Female
GSTT1	Up	712.91	3.78	Cyto - Female
GSTT3	Up	351.07	7.79	Cyto - Female
GTPBP3	Up	9.81	1.77	 Nuc - Male
GYLTL1B	Up	3.19	2.83	CB - Female
H2-BL	Up	3.53	5.04	 Nuc - Male
H2-EA-PS	Up	6.79	28.85	Nuc - Female
H2-K2	Up	18.86	2.98	CB - Male
H2-Q10	Up	227.40	1.92	CBnPAs - Male
H2-T22	Up	11.29	10.80	CB - Male
H2-T23	Up	35.39	7.28	NP - Male
H2-T9	Up	13.82	10.80	CB - Male
H2AFY2	Up	2.18	3.10	Nuc - Female
HAO2	Up	26.28	2.13	Nuc - Female
HAT1	Up	7.36	2.20	Nuc - Female
HCN2	Up	0.85	2.76	Nuc - Female
HELLS	Up	1.70	3.53	NP - Female
HIF1A	Up	3.02	1.76	 Nuc - Male
HINT1	Up	154.31	1.72	CB - Male
HIST1H2AH	Up	0.67	44.39	CBnPAs - Male
HMGCR	Up	24.79	3.75	NP - Male
HMMR	Up	1.83	6.42	CB - Female
HNRNPA2B1	Up	62.88	1.96	CB - Female
HNRNPAB	Up	52.26	1.73	Nuc - Female
HNRNPUL1	Up	6.39	1.64	Nuc - Female
HOOK1	Up	20.08	1.91	NP - Male
HRK	Up	0.11	7.36	Cyto - Female
HSD17B2	Up	294.94	2.15	 Nuc - Male
HSD17B7	Up	39.51	2.19	NP - Male
HSF2	Up	4.86	1.71	CBnPAs - Male
HSP90AA1	Up	88.98	2.81	CB - Male
HSP90AB1	Up	180.16	2.20	CB - Male
HSP90B1	Up	99.38	1.86	CB - Male
HSPA13	Up	41.95	1.95	NP - Male
HSPA1A	Up	12.27	8.54	 Nuc - Male
HSPA1B	Up	19.61	8.22	 Nuc - Male
HSPA2	Up	0.52	2.77	 Nuc - Male
HSPA4L	Up	2.99	3.08	CBnPAs - Male
HSPA5	Up	92.09	2.42	CB - Male
HSPA8	Up	105.75	2.17	CB - Male
HSPD1	Up	140.53	2.17	CB - Male
HSPE1	Up	4.27	2.27	CB - Male
HSPH1	Up	55.83	3.47	CB - Male
HUNK	Up	2.54	2.53	Nuc - Female
HUWE1	Up	32.06	1.72	Nuc - Female
HYOU1	Up	141.31	2.91	CB - Male
HYPM	Up	1.20	3.31	CBnPAs - Female
IDE	Up	23.83	1.71	 Nuc - Male
IDH1	Up	368.26	1.94	NP - Male
IDI1	Up	31.19	2.72	CB - Male
IFI27L2B	Up	14.63	5.71	Nuc - Female
IGFBP2	Up	50.35	2.04	CB - Male
IGFBP5	Up	16.25	1.97	Nuc - Female
IKBKE	Up	20.43	4.38	CB - Female
IL15RA	Up	13.23	1.97	CB - Female
IL1RN	Up	5.93	3.07	Nuc - Female
IL7	Up	1.28	9.42	NP - Female
IMPAD1	Up	11.58	2.23	NP - Male
INADL	Up	11.58	1.86	Nuc - Female
INF2	Up	63.93	1.80	Nuc - Female
ING3	Up	6.06	2.05	CB - Male
INMT	Up	288.84	4.16	Cyto - Female
INSC	Up	25.36	4.44	Cyto - Female
INSIG1	Up	463.85	2.57	NP - Male
INSIG2	Up	1093.81	3.15	NP - Female
INTS2	Up	1.38	1.85	CBnPAs - Male
IPO4	Up	11.61	1.86	Nuc - Female
IPO7	Up	8.05	1.91	NP - Male
IQGAP3	Up	0.76	6.02	Nuc - Female
IRAK1	Up	12.10	1.81	CBnPAs - Female
IRS1	Up	16.29	2.26	CBnPAs - Male
ITPR1	Up	4.27	1.74	Nuc - Female
JAZF1	Up	4.12	8.00	NP - Female
JUN	Up	17.29	3.18	 Nuc - Male
KATNA1	Up	4.40	3.71	CB - Female
KBTBD12	Up	0.14	15.02	CBnPAs - Female
KCNK1	Up	1.74	7.11	NP - Male
KCNK5	Up	9.16	2.55	Cyto - Female
KCTD9	Up	4.21	2.77	CB - Female
KDELR2	Up	8.12	1.91	CBnPAs - Male
KDM5C	Up	10.02	1.94	NP - Male
KIF13B	Up	1.69	3.09	NP - Male
KIF15	Up	0.41	3.81	CBnPAs - Female
KIF16B	Up	6.95	1.90	CBnPAs - Female
KIF18B	Up	0.38	7.24	Nuc - Female
KIF20A	Up	0.61	5.42	Nuc - Female
KIF20B	Up	0.92	2.87	CB - Female
KIFC1	Up	2.27	5.72	Nuc - Female
KLC1	Up	11.41	1.80	CB - Female
KLHL25	Up	21.56	1.99	 Nuc - Male
KLHL3	Up	4.07	1.88	CBnPAs - Female
KLHL33	Up	10.48	5.28	CBnPAs - Female
KNTC1	Up	0.97	4.85	NP - Female
KPNA2	Up	4.15	2.00	CB - Male
KRT18	Up	18.99	1.78	CBnPAs - Male
KRT4	Up	28.79	215.63	Cyto - Male
KRT79	Up	2.31	33.81	Cyto - Female
KRTCAP2	Up	24.99	1.94	CB - Male
LACC1	Up	3.59	1.95	Nuc - Female
LACTB	Up	29.19	1.76	 Nuc - Male
LACTB2	Up	102.19	2.91	NP - Male
LAMC1	Up	6.94	1.74	Nuc - Female
LAMTOR1	Up	160.29	1.70	Nuc - Female
LARP1B	Up	17.67	2.42	Cyto - Female
LATS1	Up	3.60	2.44	CB - Female
LCP1	Up	23.25	1.87	Nuc - Female
LEAP2	Up	41.27	2.63	CB - Male
LECT1	Up	31.10	6.71	Cyto - Female
LECT2	Up	89.33	2.24	Nuc - Female
LHX6	Up	7.62	3.62	Cyto - Female
LIG1	Up	2.38	3.03	Cyto - Female
LIMA1	Up	25.72	1.69	Nuc - Female
LIMCH1	Up	0.28	5.17	Cyto - Female
LMAN1	Up	203.22	1.69	NP - Male
LMBRD2	Up	4.82	3.27	NP - Male
LOC100048884	Up	2775.15	217.25	Cyto - Male
LOC100503676	Up	24.64	1.90	CB - Female
LPCAT2	Up	0.49	2.58	CBnPAs - Female
LPGAT1	Up	22.56	1.94	Nuc - Female
LRRC14B	Up	0.65	6.66	NP - Female
LRRC46	Up	0.98	5.97	Cyto - Female
LRRC59	Up	44.26	1.80	Nuc - Female
LRRFIP2	Up	8.87	1.80	CB - Female
LSM8	Up	2.26	2.97	CB - Female
LSS	Up	234.41	2.39	 Nuc - Male
LYSMD3	Up	6.53	2.08	NP - Male
MAB21L3	Up	0.97	4.75	CB - Male
MACF1	Up	113.03	1.67	Nuc - Female
MAD1L1	Up	72.18	9.62	CBnPAs - Female
MAFF	Up	4.71	2.26	Nuc - Female
MAL2	Up	16.53	2.22	NP - Male
MAN1A	Up	18.81	1.64	Nuc - Female
MANF	Up	106.13	1.85	Nuc - Female
MANSC1	Up	0.55	14.16	CB - Female
MAP2K1	Up	30.56	2.34	Cyto - Female
MAP3K13	Up	11.31	1.81	CBnPAs - Male
MARF1	Up	37.62	1.83	CB - Female
MASTL	Up	0.61	14.30	Nuc - Female
MBNL2	Up	17.41	1.69	CBnPAs - Female
MCFD2	Up	17.30	1.91	CB - Male
MCM2	Up	4.42	3.45	Nuc - Female
MCM3	Up	20.39	2.26	Nuc - Female
MCM4	Up	6.82	2.62	Nuc - Female
MCM5	Up	29.27	2.72	Nuc - Female
MCM6	Up	12.69	3.04	Cyto - Female
MCTP2	Up	12.43	2.73	CBnPAs - Male
ME1	Up	2.31	1.84	CBnPAs - Male
MEGF9	Up	1.66	2.39	NP - Male
MEIG1	Up	2.65	42.56	Cyto - Male
MESP2	Up	0.72	6.59	 Nuc - Male
METTL1	Up	8.54	1.83	CB - Male
METTL20	Up	46.89	1.72	NP - Male
METTL21B	Up	0.35	36.74	Nuc - Female
METTL7B	Up	27.69	1.91	CBnPAs - Male
MFGE8	Up	8.91	4.09	Cyto - Female
MFSD11	Up	8.97	2.48	CB - Female
MFSD2A	Up	15.75	2.92	Cyto - Female
MFSD7A	Up	12.92	3.40	CB - Female
MFSD7B	Up	2.36	2.18	CB - Female
MGAT5	Up	0.62	5.33	NP - Male
MGST1	Up	87.00	2.14	CB - Male
MICAL1	Up	2.31	6.49	Cyto - Female
MICAL2	Up	37.17	2.15	Nuc - Female
MID1IP1	Up	69.54	1.82	 Nuc - Male
MILL2	Up	11.55	7.02	 Nuc - Male
MIR207	Up	26.24	3.53	CBnPAs - Male
MIR22HG	Up	1207.25	2.32	CB - Female
MIR24-2	Up	3.54	39.60	CBnPAs - Female
MIR3076	Up	512.58	1.67	 Nuc - Male
MIR5132	Up	34.05	2.59	Nuc - Female
MIR5136	Up	147.28	2.55	CB - Male
MIR5625	Up	15.16	2.70	Nuc - Female
MIR568	Up	137.48	2.44	CB - Male
MIR6392	Up	15.00	4.06	CBnPAs - Female
MIR6904	Up	36.06	4.73	NP - Male
MIR704	Up	553.52	2.24	Cyto - Male
MIR802	Up	3.61	15.10	CBnPAs - Female
MKI67	Up	17.00	4.32	NP - Female
MLEC	Up	74.72	1.86	Nuc - Female
MLXIPL	Up	323.65	1.93	CB - Female
MMADHC	Up	5.47	1.96	CB - Male
MMS22L	Up	1.16	2.56	CB - Female
MORC3	Up	6.88	2.61	CB - Male
MORF4L2	Up	21.31	2.36	CB - Male
MOSPD2	Up	6.86	2.18	CB - Female
MRPL20	Up	15.42	2.10	CB - Male
MRPL41	Up	3.34	2.25	CBnPAs - Female
MSH6	Up	8.84	2.38	Cyto - Female
MSMO1	Up	40.81	2.67	CB - Male
MTERF3	Up	3.02	2.50	CB - Female
MTFR2	Up	0.19	5.94	CBnPAs - Male
MTTP	Up	32.15	1.61	Nuc - Female
MUG-PS1	Up	222.61	2.15	CBnPAs - Male
MUP12	Up	100.48	2.92	 Nuc - Male
MUP16	Up	1.13	8.38	CBnPAs - Female
MUP19	Up	5.52	5.67	CBnPAs - Female
MVK	Up	16.37	2.08	 Nuc - Male
MYBBP1A	Up	24.22	1.97	NP - Male
MYLK	Up	21.56	1.86	Nuc - Female
MYO18A	Up	51.08	1.89	Nuc - Female
N4BP2L1	Up	30.48	2.61	CB - Female
NAA50	Up	1.93	1.77	CBnPAs - Male
